char,jyutping
唔喜歡,m4 hei2 fun1
唔單只,m4 daan1 zi2
唔單止,m4 daan1 zi2
唔單止噉,m4 daan1 zi2 gam2
唔單祇,m4 daan1 kei4
唔單祇,m4 daan1 zi2
唔喺啊,m4 hai2 aa2
唔喺喇,m4 hai2 laa3
唔喺喔,m4 hai2 ak1
唔喺嘅話,m4 hai2 ge3 waa2
唔喺度,m4 hai2 dou6
唔喺手腳,m4 hai2 sau2 goek3
唔喺處,m4 hai2 cyu3
唔喺處,m4 hai2 syu3
唔嗅人除,m4 cau3 jan4 ceoi4
唔嗅米氣,m4 cau3 mai5 hei3
唔嗲唔吊,m4 de2 m4 diu3
唔嘢小,m4 je5 siu2
唔嘢少,m4 je5 siu2
唔嚟罷就,m4 lai4 baa6 zau6
唔在乎,m4 zoi6 fu4
唔在意,m4 zoi6 ji3
唔埋得個鼻,m4 maai4 dak1 go3 bei6
唔埋得鼻,m4 maai4 dak1 bei6
唔塞車,m4 sak1 ce1
唔多唔少,m4 do1 m4 siu2
唔多夾,m4 do1 gaap3
唔多謝,m4 do1 ze6
唔夠你,m4 gau3 nei5
唔夠佢來,m4 gau3 keoi5 loi4
唔夠佢嚟,m4 gau3 keoi5 lai4
唔夠佢嚟,m4 gau3 keoi5 lei4
唔夠佢快,m4 gau3 keoi5 faai3
唔夠佢打,m4 gau3 keoi5 daa2
唔夠佢爭,m4 gau3 keoi5 zaang1
唔夠佢鬥,m4 gau3 keoi5 dau3
唔夠喉,m4 hau3 hau4
唔夠埞方,m4 gau3 deng6 fong1
唔夠掣用,m4 gau3 zai3 jung6
唔夠搏,m4 gau3 bok3
唔夠攝牙罅,m4 gau3 sip3 ngaa4 laa3
唔夠斤兩,m4 gau3 gan1 loeng2
唔夠氣,m4 gau3 hei3
唔夠準,m4 gau3 zeon2
唔夠火,m4 gau3 fo2
唔夠皮,m4 gau3 pei2
唔夠眼,m4 gau3 ngaan5
唔夠瞓,m4 gau3 fan3
唔夠秤,m4 gau3 cing3
唔夠算,m4 gau3 syun3
唔夠老友,m4 gau3 lou5 jau5
唔夠腳,m4 gau3 goek3
唔夠道行,m4 gau3 dou6 hang6
唔夠銀,m4 gau3 ngan2
唔夠長,m4 gau3 coeng4
唔夠飣,m4 gau3 deng3
唔夠𤗈牙罅,m4 gau3 sip3 ngaa4 laa3
唔好上喇,m4 hou2 soeng5 laa3
唔好世界,m4 hou2 sai3 gaai3
唔好亂喐,m4 hou2 lyun6 juk1
唔好亂掉,m4 hou2 lyun6 diu6
唔好亂逳,m4 hou2 lyun6 juk1
唔好亂龍,m4 hou2 lyun2 lung4
唔好了,m4 hou2 liu5
唔好仔,m4 hou2 zai2
唔好企住,m4 hou2 kei5 zyu6
唔好再來,m4 hou2 zoi3 loi4
唔好再噉,m4 hou2 zoi3 gam2
唔好出聲,m4 hou2 ceot1 seng1
唔好制,m4 hou2 zai3
唔好去,m4 hou2 heoi3
唔好去死,m4 hou2 heoi3 sei2
唔好受,m4 hou2 sau6
唔好口齒,m4 hou2 hau2 ci2
唔好呃人,m4 hou2 ngaak1 jan4
唔好咁撚寸,m4 hou2 gam3 lan2 cyun3
唔好咁曳,m4 hou2 gam3 jai5
唔好咁躁,m4 hou2 gam3 cou3
唔好啊,m4 hou2 aa3
唔好啦,m4 hou2 laa1
唔好喊喇,m4 hou2 haam3 laa3
唔好喐,m4 hou2 juk1
唔好嗌交,m4 hou2 aai3 gaau1
唔好嘈啦,m4 hou2 cou4 laa1
唔好嘈喇,m4 hou2 cou4 laa3
唔好噉啦,m4 hou2 gam2 laa1
唔好天,m4 hou2 tin1
唔好客氣,m4 hou2 haak3 hei3
唔好心急,m4 hou2 sam1 gap1
唔好惹佢,m4 hou2 je5 keoi5
唔好意思,m4 hou2 ji3 si1
唔好手腳,m4 hou2 sau2 goek3
唔好打尖,m4 hou2 daa2 zim1
唔好打爛,m4 hou2 daa3 laan6
唔好扭計,m4 hou2 nau2 gai2
唔好提啦,m4 hou2 tai4 laa1
唔好搵佢,m4 hou2 wan2 keoi5
唔好撚扮嘢,m4 hou2 lan2 baan6 je5
唔好擔心,m4 hou2 daam1 sam1
唔好攪我,m4 hou2 gaau2 ngo5
唔好時年,m4 hou2 si4 nin4
唔好櫼隊,m4 hou2 zim1 deoi2
唔好爭吖,m4 hou2 zaang1 aa1
唔好玩,m4 hou2 waan2
唔好睇,m4 hou2 tai2
唔好笑,m4 hou2 siu3
唔好老皮,m4 hou2 lou5 pei4
唔好老脾,m4 hou2 lou5 pei2
唔好聽,m4 hou2 teng1
唔好蝦佢,m4 hou2 haa1 keoi5
唔好計帶,m4 hou2 gai3 daai3
唔好詐諦,m4 hou2 zaa3 dai3
唔好話,m4 hou2 waa6
唔好豬噏,m4 hou2 zyu1 ngap1
唔好買啦,m4 hou2 maai5 la1
唔好走啦,m4 hou2 zau2 laa1
唔好逼佢,m4 hou2 bik1 keoi5
唔好過,m4 hou2 gwo3
唔好阿吱阿咗,m4 hou2 aa3 zi1 aa3 zo1
唔好預我,m4 hou2 jyu6 ngo5
唔好食,m4 hou2 sik6
唔嫌少,m4 jim4 siu2
唔嬲就假,m4 nau1 zau6 gaa2
唔客氣,m4 haak3 hei3
唔寫得字,m4 se2 dak1 zi6
唔對路,m4 deoi3 lou6
唔小心,ng5 siu2 sam1
唔小氣,m4 siu2 hei3
唔少得,m4 siu2 dak1
唔屌唔鬆化,m4 diu2 m4 sung1 faa3
唔得乜,m4 dak1 mat1
唔得切,m4 dak1 cit3
唔得掂,m4 dak1 dim6
唔得解,m4 dak1 gaai2
唔得𠶧,m4 dak1 dim6
唔忍得,m4 jan2 dak1
唔志在,m4 zi3 zoi6
唔忿巢,m4 fan5 caau4
唔忿巢,m4 fan6 caau4
唔忿氣,m4 fan6 hei3
唔怕一萬，只怕萬一,m4 paa3 jat1 maan6 zi2 paa3 maan6 jat1
唔怕一萬，最怕萬一,m4 paa3 jat1 maan6 zeoi3 paa3 maan6 jat1
唔怕咯,m4 paa3 lok3
唔怕嘅,m4 paa3 ge3
唔怕生壞命,m4 paa3 saang1 waai6 meng6
唔怕生壞命，最怕改壞名,m4 paa3 saang1 waai6 meng6 zeoi3 paa3 goi2 waai6 meng2
唔怕醜,m4 paa3 cau2
唔怕面懵,m4 paa3 min6 mung2
唔怪之,m4 gwaai3 zi1
唔怪之得,m4 gwaai3 zi1 dak1
唔怪乎,m4 gwaai3 fu4
唔怪得,m4 gwaai3 dak1
唔怪得之,m4 gwaai3 dak1 zi1
唔怪得我,m4 gwaai3 dak1 ngo5
唔想做嘢,m4 soeng2 zou6 je5
唔想出去,m4 soeng2 ceot1 heoi3
唔想去,ng5 soeng2 heoi3
唔想咩,m4 soeng2 me1
唔想喐,m4 soeng2 juk1
唔想喫,m4 soeng2 hek3
唔想架,m4 soeng2 gaa3
唔想笑,m4 soeng2 siu3
唔想計較,m4 soeng2 gai3 gaau3
唔想食飯,m4 soeng2 sik6 faan6
唔惹小,m4 je5 siu2
唔惹少,m4 je5 siu2
唔愛你,m4 oi3 nei5
唔愛我,m4 oi3 ngo5
唔慌好人,m4 fong1 hou2 jan4
唔慌好嘢,m4 fong1 hou2 je5
唔慳皮,m4 haan1 pei2
唔憂柴又唔憂米,m4 jau1 caai4 jau6 m4 jau1 mai5
唔憂食,m4 jau1 sik6
唔憂食，唔憂着,m4 jau1 sik6 m4 jau1 zoek3
唔憤氣,m4 fan5 hei3
唔應該,ng5 jing1 goi1
唔打人,m4 daa2 jan4
唔打唔相識,m4 daa2 m4 soeng1 sik1
唔打啦,m4 daa3 la1
唔打得埋,m4 daa2 dak1 maai4
唔打得都睇得,m4 daa2 dak1 dou1 tai2 dak1
唔打緊,m4 daa2 gan2
唔抵得,m4 dai2 dak1
唔抵得佢,m4 dai2 dak1 keoi5
唔抵得諗,m4 dai2 dak1 nam2
唔抵得頸,m4 dai2 dak1 geng2
唔抵頸,m4 dai2 geng2
唔拍拖,m4 paak3 to1
唔拒絕,m4 keoi5 zyut6
唔挐更,m4 naa1 gaang1
唔捨得,m4 se2 dak1
唔掂諗到掂爲止,m4 dim6 lam2 dou3 dim6 wai4 zi2
唔掙在,m4 zaang1 zoi6
唔採你,m4 coi2 nei5
唔接受,m4 zip3 sau6
唔提醒,m4 tai4 seng2
唔搞到,m4 gaau2 dou3
唔搭嘅,m4 daap3 ge3
唔放心,m4 fong3 sam1
唔教人,m4 gaau3 jan4
唔敢當,m4 gam2 dong1
唔敢認同,m4 gam2 jing6 tung4
唔敢走,m4 gam2 zau2
唔方便,m4 fong1 bin6
唔時唔候,m4 si4 m4 hau6
唔會凍,m4 wui5 dung3
唔會輸蝕,m4 wui5 syu1 sit6
唔服氣,m4 fuk6 hei3
唔服燒賣,m4 fuk6 siu1 maai6
唔歡喜,m4 fun1 hei2
唔死一身潺,m4 sei2 jat1 san1 saan4
唔死都冇用,m4 sei2 dou1 mou5 jung6
唔淨只,m4 zing6 zi2
唔淨止,m4 zing6 zi2
唔淨祇,m4 zing6 zi2
唔清唔楚,m4 cing1 m4 co2
唔湊米氣,m4 cau3 mai5 hei3
唔湯唔水,m4 tong1 m4 seoi2
唔準落客,m4 zeon2 lok6 haak3
唔準食,m4 zeon2 sik6
唔溼得水,m4 sap1 dak1 seoi2
唔熟唔食,m4 suk6 m4 sik6
唔熟性,m4 suk6 sing3
唔爭在,m4 zaang1 zoi6
唔爭好遠,m4 zang1 hou2 jyun5
唔爲意,m4 wai4 ji3
唔爹唔吊,m4 de1 m4 diu3
唔爹唔弔,m4 de1 m4 diu3
唔犀利,m4 sai1 lei6
唔理三七二十一,m4 lei5 saam1 cat1 ji6 sap6 jat1
唔理三七廿一,m4 lei5 saam1 cat1 jaa6 jat1
唔理你,m4 lei5 nei5
唔理唔睬,m4 lei5 m4 coi2
唔理唔靚,m4 lei5 m4 leng3
唔理啦,m4 lei5 la1
唔理喇,m4 lei5 laa3
唔理天胎,m4 lei5 tin1 toi1
唔理得咁多,m4 lei5 dak1 gam3 do1
唔理我㗎,m4 lei5 ngo5 gaa3
唔理點,m4 lei5 dim2
唔理點講,m4 lei5 dim2 gong2
唔生性,m4 saang1 sing3
唔甩得身,m4 lat1 dak1 san1
唔畀呀,m4 bei2 aa4
唔畀啊,m4 bei2 aa3
唔畀我入,m4 bei2 ngo5 jap6
唔留情面,m4 lau4 cing4 min2
唔登錄,m4 dang1 luk6
唔發啦,m4 faat3 la1
唔發火當我流,m4 faat3 fo2 dong3 ngo5 lau4
唔發火當流,m4 faat3 fo2 dong3 lau4
唔發火當病貓,m4 faat3 fo2 dong3 beng6 maau1
唔相干,m4 soeng1 gon1
唔相幹,m4 soeng1 gon3
唔睇僧面都睇佛面,m4 tai2 zang1 min6 dou1 tai2 fat6 min6
唔睬你,m4 coi2 nei5
唔睬佢,m4 coi2 keoi5
唔睬我,m4 coi2 ngo5
唔瞅唔睬,m4 cau1 m4 coi2
唔瞓得落覺,m4 fan3 dak1 lok6 gaau3
唔知你,m4 zi1 nei5
唔知個死字點寫,m4 zi1 go3 sei2 zi6 dim2 se2
唔知個醜字點寫,m4 zi1 go3 cau2 zi6 dim2 se2
唔知呢,m4 zi1 le1
唔知哦,m4 zi1 o2
唔知啊,m4 zi1 aa2
唔知啊,m4 zi1 aa3
唔知喔,m4 zi1 ak1
唔知噃,m4 zi1 bo3
唔知好醜,m4 zi1 hou2 cau2
唔知定,m4 zi1 deng6
唔知幾,m4 zi1 gei2
唔知幾想,m4 zi1 gei2 soeng2
唔知想點,m4 zi1 soeng2 dim2
唔知死,m4 zi1 sei2
唔知痛,m4 zi1 tung3
唔知米價,m3 zi1 mai5 gaa3
唔知米價,m4 zi1 mai5 gaa3
唔知米貴,m4 zi1 mai5 gwai3
唔知衰,m4 zi1 seoi1
唔知道啊,m4 zi1 dou3 aa3
唔知醒,m4 zi1 seng2
唔知醜,m4 zi1 cau2
唔知醜字點寫,m4 zi1 cau2 zi6 dim2 se2
唔知頭共尾,m4 zi1 tau4 gung6 mei5
唔知頭唔知路,m4 zi1 tau4 m4 zi1 lou6
唔知驚,m4 zi1 geng1
唔知點噉,m4 zi1 dim2 gam2
唔知點解,m4 zi1 dim2 gaai2
唔確定,m4 kok3 ding6
唔禁着,m4 kam1 zoek3
唔禁等,m4 kam1 dang2
唔笑你,m4 siu3 nei5
唔等使,m4 dang2 sai2
唔答你,m4 daap3 nei5
唔算得乜,m4 syun3 dak1 mat1
唔精神,m4 zeng1 san4
唔結冰,m4 git3 bing1
唔經唔覺,m4 ging1 m4 gok3
唔經大腦,m4 ging1 daai6 nou5
唔緊要,m4 gan2 jiu3
唔老餅,m4 lou5 beng2
唔耐煩,m4 noi6 faan4
唔聚財,m4 zeoi6 zoi4
唔聲唔氣,m4 seng1 m4 hei3
唔聲唔聲,m4 seng1 m4 seng1
唔聲唔聲嚇你一驚,m4 seng1 m4 seng1 haak3 nei5 jat1 geng1
唔聲唔聲，嚇你一驚,m4 seng1 m4 seng1 haak3 nei5 jat1 geng1
唔聽笛,m4 teng1 dek2
唔聽電話,m4 teng1 din6 waa2
唔肯死心,m4 hang2 sei2 sam1
唔自在,m4 zi6 zoi6
唔自然,m4 zi6 jin4
唔自量,m4 zi6 loeng6
唔臭米氣,m4 cau3 mai5 hei3
唔臭腥,m4 cau3 seng3
唔至於,m4 zi3 jyu1
唔舒服,m4 syu1 fuk6
唔落得手,m4 lok6 dak1 sau2
唔落膈,m4 lok6 gaak3
唔落雨,m4 lok6 jyu5
唔行得埋,m4 haang4 dak1 maai4
唔行得開,m4 haang4 dak1 hoi1
唔衰得,m4 seoi1 dak1
唔衰搵嚟衰,m4 seoi1 wan2 lai4 seoi1
唔衰攞來衰,m4 seoi1 lo2 loi4 seoi1
唔衰攞嚟衰,m4 seoi1 lo2 lai4 seoi1
唔複雜,m4 fuk1 zaap6
唔要命,m4 jiu3 meng6
唔要得,m4 jiu3 dak1
唔要慳返,m4 jiu3 haan1 faan1
唔要罷就,m4 jiu3 baa6 zau6
唔覆你,m4 fuk1 nei5
唔見一輪,m4 gin3 jat1 leon4
唔見到你,m4 gin3 dou2 nei5
唔見得,m4 gin3 dak1
唔見得光,m4 gin3 dak1 gwong1
唔見棺材唔流眼淚,m4 gin3 gun1 coi4 m4 lau4 ngaan5 leoi6
唔見着,m4 gin3 zoek6
唔見過,m4 gin3 gwo3
唔覺啵,m4 gok3 bo3
唔覺得點,m4 gok3 dak1 dim2
唔覺意,m4 gok3 ji3
唔覺眼,m4 gok3 ngaan5
唔記住,m4 gei3 zyu6
唔記得,m4 gei3 dak1
唔記得嚹,m4 gei3 dak1 laa3
唔話得,m4 waa6 dak1
唔話得埋,m4 waa6 dak1 maai4
唔該你喇,m4 goi1 nei5 laa3
唔該借借,m4 goi1 ze3 ze3
唔該借歪,m4 goi1 ze3 me2
唔該先,m4 goi1 sin1
唔該晒,m4 goi1 saai3
唔該晒你,m4 goi1 saai3 nei5
唔該話聲,m4 goi1 waa6 seng1
唔認人,m4 jing6 jan4
唔諗住,m4 nam2 zyu6
唔諗嘢,m4 nam2 je5
唔講一唔講三講義，唔講風唔講雨講雷,m4 gong2 jat1 m4 gong2 saam1 gong2 ji6 m4 gong2 fung1 m4 gong2 jyu5 gong2 leoi4
唔講了,m4 gong2 liu5
唔講住了,m4 gong2 zyu6 liu5
唔講我,m4 gong2 ngo5
唔識㩒,m4 sik1 gam6
唔識唱歌,m4 sik1 coeng3 go1
唔識嘟,m4 sik1 dyut1
唔識揀,m4 sik1 gaan2
唔識搞,m4 sik1 gaau2
唔識整,m4 sik1 zing2
唔識死,m4 sik1 sei2
唔識衰,m4 sik1 seoi1
唔識轉彎,m4 sik1 zyun2 waan1
唔識轉膊,m4 sik1 zyun3 bok3
唔識駕步,m4 sik1 gaa3 bou6
唔買就笨,m4 maai5 zau6 ban6
唔賭唔知時運高,m4 dou2 m4 zi1 si4 wan6 gou1
唔走得,m4 zau2 dak1
唔輕鬆,m4 hing1 sung1
唔辛苦,m4 san1 fu2
唔辛苦邊得世間財,m4 san1 fu2 bin1 dak1 sai3 gaan1 coi4
唔辛苦點得世間財,m4 san1 fu2 dim2 dak1 sai3 gaan1 coi4
唔通係你,m4 tung1 hai6 nei5
唔通氣,m4 tung1 hei3
唔過制,m4 gwo3 zai3
唔過得手,m4 gwo3 dak1 sau2
唔過得眼,m4 gwo3 dak1 ngaan5
唔遲唔早,m4 ci4 m4 zou2
唔選擇,m4 syun2 zaak6
唔醒水,m4 sing2 seoi2
唔錯唔錯,m4 co3 m4 co3
唔錯啊,m4 co3 aa2
唔鍾意,m4 zung1 ji3
唔開氣,m4 hoi1 hei3
唔開胃,m4 hoi1 wai6
唔關事,m4 gwaan1 si6
唔關你事,m4 gwaan1 nei5 si6
唔阻你,m4 zo2 nei5
唔阻你啦,m4 zo2 nei5 la1
唔陪我,m4 pui4 ngo5
唔響度,m4 hoeng2 dou6
唔響處,m4 hoeng2 syu3
唔順眼,m4 seon6 ngaan5
唔順超,m4 seon6 ciu1
唔顧面,m4 gu3 min2
唔食人間菸火,ng4 sik6 jan4 gaan1 jin1 fo2
唔食力,m4 sik6 lik6
唔食羊肉一身臊,m4 sik6 joeng4 juk6 jat1 san1 sou1
唔食雜,m4 sik6 zaap6
唔飽咩,m4 baau2 me1
唔駛問亞貴,m4 sai2 man6 aa3 gwai3
唔驚唔覺,m4 ging1 m4 gok3
唔鬆口,m4 sung1 hau2
唔鬼理你,m4 gwai2 lei5 nei5
唔鹹唔淡,m4 haam4 m4 taam5
唔黐家,m4 ci1 gaa1
唔𠸎耕,m4 laa1 gaang1
唔𪐀經,m4 naa1 gaang1
唧都唔笑,zek1 dou1 m4 siu3
唧都唔笑,zit1 dou1 m4 siu3
唯你是問,wai4 nei5 si6 man6
唯恐天下不亂,wai4 hung2 tin1 haa6 bat1 lyun6
唯我獨尊,wai4 ngo5 duk6 zyun1
唯有係噉,wai4 jau5 hai6 gam2
唯獨佢,wai4 duk6 keoi5
唱咩歌,coeng3 me1 go1
唱衰佢,coeng3 seoi1 keoi5
唿喇喇,fat1 laa1 laa1
啄住佢,doeng1 zyu6 keoi5
啉死人啦,lam4 sei2 jan4 laa1
啊好怕,aa3 hou2 paa3
啊好恐怖,aa3 hou2 hung2 bou3
啊好無語,aa3 hou2 mou4 jyu5
啊好討厭,aa3 hou2 tou2 jim3
啋過你,coi1 gwo3 nei5
啋過你把口,coi1 gwo3 nei5 baa2 hau2
啋過你把衰口,coi1 gwo3 nei5 baa2 seoi1 hau2
啋過你，大吉利是,coi1 gwo3 nei5 daai6 gat1 lei6 si6
問下先啦,man6 haa5 sin1 laa1
問你死未,man6 nei5 sei2 mei6
問候你老母,man6 hau6 nei5 lou5 mou2
問候你老豆,man6 hau6 nei5 lou5 dau6
問唔出,man6 m4 ceot1
問心唔過,man6 sam1 m4 gwo3
問路斬樵夫,man6 lou6 zaam2 ciu4 fu1
啞仔食雲吞,aa2 zai2 sik6 wan4 tan1
啞仔食黃連,aa2 zai2 sik6 wong4 lin4
啞巴喫黃連,aa2 baa1 hek3 wong4 lin4
啞巴喫黃連，有苦說不出,aa2 baa1 hek3 wong4 lin4 jau5 fu2 syut3 bat1 ceot1
啤咩呀,be1 me1 aa4
啤咩啊,be1 me1 aa3
啤哩叭啦,bi1 li1 baa1 laa1
啤啤佢,be1 be1 keoi5
啤我哋,be1 ngo5 dei6
啦啦球,laa1 laa1 kau4
啦啦隊,laa1 laa1 deoi2
啦啦隊長,laa1 laa1 deoi6 zoeng2
啫係咩,ze1 hai6 me1
啫係噉,ze1 hai6 gam2
啫係點,ze1 hai6 dim2
啱你着,ngaam1 nei5 zyu3
啱唔啱使,ngaam1 m4 ngaam1 sai2
啱啱碰着剛剛,ngaam1 ngaam1 pung3 zoek6 gong1 gong1
啱嘢晒啱,ngaam1 je5 saai3 ngaam1
啲咁啄,dit1 gam3 doek1
啲咁啄,dit1 gam3 doek3
啲咁多,di1 gam3 do1
啲咁多,dit1 gam3 do1
啲咁多,dit1 gam3 doe1
啲咁多嘢,di1 gam3 do1 je5
啲咁大,dit1 gam3 daai1
啲咁朵,dik1 gam3 doe1
啲咑佬,di1 daa2 lou2
啲啲䙞䙞,di1 di1 dang3 dang3
啲啲吺吺,di1 di1 dau1 dau1
啲啲咁多,dit1 dit1 gam3 do1
啲啲咁大,di1 di1 gam3 daai2
啲啲咑咑,di4 di1 daak6 daak6
啲啲咑咑,dit1 dit1 daak1 daak1
啲啲嗲嗲,di4 di4 de4 de4
啲啲登登,di1 di1 dang1 dang1
啲啲震,di4 di2 zan3
啲好女仔,di1 hou2 neoi5 zai2
啲專家話,di1 zyun1 gaa1 waa6
啲打佬,di1 daa2 lou2
啲檔案,di1 dong2 on3
啲水好滾,di1 seoi2 hou2 gwan2
啲湯咁熱,di1 tong1 gam3 jit6
啲湯太辣,di1 soeng1 taai3 laat6
啲硬大便,di1 ngaang6 daai6 bin6
啲租太貴,di1 zou1 taai3 gwai3
啲衰人,di1 seoi1 jan4
喀啦喀啦,kaa1 laa1 kaa1 laa1
喂邊個啊,wai3 bin1 go3 aa3
善惡到頭終有報,sin6 ok3 dou3 tau4 zung1 jau5 bou3
善有善報，惡有惡報,sin6 jau5 sin6 bou3 ok3 jau5 ok3 bou3
善有善報，惡有惡報，若然不報時辰未到,sin6 jau5 sin6 bou3 ok3 jau5 ok3 bou3 joek6 jin4 bat1 bou3 si4 san4 mei6 dou3
善者不辯，辯者不善,sin6 ze2 bat1 bin6 bin6 ze2 bat1 sin6
喇口喇面,laa3 hau2 laa3 min6
喇叭仔,laa3 baa1 zai2
喇叭形,laa3 baa1 jing4
喇叭牌,laa3 baa1 paai4
喇叭花,laa3 baa1 faa1
喇叭裙,laa3 baa1 kwan4
喇叭褲,laa3 baa1 fu3
喇喇亂,laa4 laa2 lyun6
喇喇聲,laa4 laa2 seng1
喇喇聲去啦,laa4 laa2 seng1 heoi3 laa1
喇喇臨,laa4 laa4 lam4
喇嘛廟,laa1 maa3 miu6
喇嘛教,laa1 maa3 gaau3
喇嘛教徒,laa1 maa3 gaau3 tou4
喊到一句句,haam3 dou3 jat1 geoi2 geoi3
喊到豬頭噉,haam3 dou3 zyu1 tau4 gam2
喊咁口,haam3 gam3 hau2
喊咗好耐,haam3 zo2 hou2 noi6
喊唔出,haam3 m4 ceot1
喊噉口,haam3 daam6 hau2
喐不得其正,juk1 bat1 dak1 kei4 zing3
喐乜喐,juk1 mat1 juk1
喐唔喐,juk1 m4 juk1
喐啲就,juk1 di1 zau6
喐啲都知,juk1 di1 dou1 zi1
喐定唔喐,juk1 ding6 m4 juk1
喘不過氣來,cyun2 bat1 gwo3 hei3 loi4
喜怒不形於色,hei2 nou6 bat1 jing4 jyu1 sik1
喫一次勁的,hek3 jat1 ci3 ging6 dik1
喫不了兜着走,hek3 bat1 liu5 dau1 zoek6 zau2
喫不到的葡萄是酸的,hek3 bat1 dou3 dik1 pou4 tou4 si6 syun1 dik1
喫不到葡萄說葡萄酸,hek3 bat1 dou3 pou4 tou4 syut3 pou4 tou4 syun1
喫乜嘢呀,jaak3 mat1 je5 aa4
喫了定心丸,hek3 liu5 ding6 sam1 jyun2
喫人不吐骨頭,hek3 jan4 bat1 tou3 gwat1 tau4
喫力不討好,hek3 lik6 bat1 tou2 hou2
喫奶的力氣,hek3 naai5 dik1 lik6 hei3
喫奶的氣力,hek3 naai5 dik1 hei3 lik6
喫得苦中苦，方爲人上人,hek3 dak1 fu2 zung1 fu2 fong1 wai4 jan4 soeng6 jan4
喫水不忘挖井人,hek3 seoi2 bat1 mong4 waat3 zeng2 jan4
喫水不忘掘井人,hek3 seoi2 bat1 mong4 gwat6 zeng2 jan4
喫着碗裏，看着鍋裏,hek3 zoek6 wun2 leoi5 hon3 zoek6 wo1 leoi5
喫着碗裏，瞧着鍋裏,hek3 zoek6 wun2 leoi5 ciu4 zoek6 wo1 leoi5
喫肥你,hek3 fei4 nei5
喫軟不喫硬,hek3 jyun5 bat1 hek3 ngaang6
喫錯嘢,hek3 co3 je5
單嘢好𠹳,daan1 je5 hou2 git6
單眼仔睇老婆：一眼睇晒,daan1 ngaan5 zai2 tai2 lou5 po4 jat1 ngaan5 tai2 saai3
喺乜嚟架,hai2 mat1 lai4 gaa3
喺你後面,hai2 nei5 hau6 min6
喺停車前,hai2 ting4 ce1 cin4
喺入便,hai2 jap6 bin6
喺口脣邊,hai2 hau2 seon4 bin1
喺呢一刻,hai2 nei1 jat1 haak1
喺呢幾年,hai2 nei1 gei2 nin4
喺唔喺度,hai2 m4 hai2 dok6
喺嘅邊度,hai2 ge3 bin1 dou6
喺威喺勢,hai2 wai1 hai2 sai3
喺孔夫子面前賣文章,hai2 hung2 fu1 zi2 min6 cin4 maai6 man4 zoeng1
喺宿舍,hai2 suk1 se3
喺度做乜,hai2 dou6 zou6 mat1
喺度做咩,hai2 dou6 zou6 me1
喺度唔知,hai2 dou6 m4 zi1
喺度嗎,hai2 dou6 ma3
喺度食,hai2 dou6 sik6
喺度食飯,hai2 dou6 sik6 faan6
喺我前邊,hai2 ngo5 cin4 bin1
喺會議室,hai2 wui6 ji5 sat1
喺網度,hai2 mong5 dou6
喺裏面,hai2 leoi5 min6
喺邊㗎,hai2 bin1 gaa2
喺邊呢,hai2 bin1 le1
喺邊啊,hai2 bin1 aa2
喺邊啊你,hai2 bin1 aa3 nei5
喺邊度,hai2 bin1 dou6
喺邊度呀,hai2 bin1 dou6 aa4
嗌乜嘢,aai3 mat1 je5
嗌乜春呀,ngaai3 mat1 ceon1 aa3
嗌佢去,aai3 keoi5 heoi3
嗌佢過嚟,aai3 keoi5 gwo3 lai4
嗌唔喐,aai3 m4 juk1
嗌嘢食,aai3 je5 sik6
嗌嘢食呀,aai3 je5 sik6 aa4
嗌嘢飲,aai3 je5 jam2
嗌杯嘢飲,aai3 bui1 je5 jam2
嗒真啲,daap1 zan1 di1
嗒糖咁甜,daap1 tong4 gam3 tim4
嗯嗯好啦,ng4 ng4 hou2 laa1
嗯得啦,ng4 dak1 laa1
嗰份嘢,go2 fan6 je5
嗰個嘢,go2 go3 je5
嗰個老嘢,go2 go3 lou5 je5
嗰啲嘢,go2 di1 je5
嗰籠嘢,go2 lung4 je5
嗰間嘢,go2 gaan1 je5
嗰隻嘢,go2 zek3 je5
嗰隻衰嘢,go2 zek3 seoi1 je5
嗱手唔成勢,naa2 sau2 m4 sing4 sai3
嗶哩叭啦,bi1 li1 baa1 laa1
嗶哩吧啦,bi1 li1 baa1 laa1
嗻係點,ze1 hai6 dim2
嘈乜鬼,cou4 mat1 gwai2
嘈住我,cou4 zyu6 ngo5
嘢可以亂食說話唔可以亂講,je4 ho2 ji5 lyun6 sik6 syut3 waa6 m4 ho2 ji5 lyun6 gong2
嘢可以亂食，說話唔可以亂講,je5 ho2 ji5 lyun6 sik6 syut3 waa6 m4 ho2 ji5 lyun2 gong2
嘢可以亂食，說話唔可以亂講,je5 ho2 ji5 lyun6 sik6 syut3 waa6 m4 ho2 ji5 lyun6 gong2
嘢埋我,je5 maai4 ngo5
嘥到一錢不值,saai1 dou3 jat1 cin4 bat1 zik6
嘥心機捱眼瞓,saai1 sam1 gei1 ngaai4 ngaan5 fan3
嘥心機，挨眼瞓,saai1 sam1 gei1 ngaai4 ngaan5 fan3
嘥氣啦,saai1 hei3 laa1
嘥氣喇,saai1 hei3 laa3
嘩啦一聲,waa1 laa1 jat1 seng1
嘩啦嘩啦,waa1 laa1 waa1 laa4
嘰哩呱啦,gei1 le5 gwaa1 la1
噉㗎你,gam2 gaa3 nei5
噉㗎啦,gam2 ga3 laa1
噉㗎意思,gam2 gaa2 ji3 si1
噉仲唔止,gam2 zung6 m4 zi2
噉仲得,gam2 zung6 dak1
